,cmi,m_index,i_index,similarity_between_L1_and_L1-L2,similarity_between_L2_and_L1-L2,similarity_between_L1_and_L2,coherence,naturalness,readability,L1-L2,lang1_replaced_parts,lang2_replaced_parts,L1,L2,tokens,lids
52,18.42,0.43,0.11,0.93,0.91,0.83,3,2,2,و لكني أؤكد لكم اليوم أنني عازم على إتمام المشروع لنرى، إذا كان بإمكاننا، خلال هذه العشرية، أن نمسك أخيرا في أيدينا the rule for our universe و نعلم أين يقبع our universe في مجموعة الأكوان المحتملة --,[],[],و لكني أؤكد لكم اليوم أنني عازم على إتمام المشروع لنرى، إذا كان بإمكاننا، خلال هذه العشرية، أن نمسك أخيرا في أيدينا القاعدة التي يقوم عليها كوننا و نعلم أين يقبع كوننا في مجموعة الأكوان المحتملة --,"But I'll tell you, here today, that I'm committed to seeing this project done, to see if, within this decade, we can finally hold in our hands the rule for our universe and know where our universe lies in the space of all possible universes ...","['و', 'لكني', 'أؤكد', 'لكم', 'اليوم', 'أنني', 'عازم', 'على', 'إتمام', 'المشروع', 'لنرى،', 'إذا', 'كان', 'بإمكاننا،', 'خلال', 'هذه', 'العشرية،', 'أن', 'نمسك', 'أخيرا', 'في', 'أيدينا', 'the', 'rule', 'for', 'our', 'universe', 'و', 'نعلم', 'أين', 'يقبع', 'our', 'universe', 'في', 'مجموعة', 'الأكوان', 'المحتملة', '--']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara']"
53,43.48,0.97,0.22,0.93,0.89,0.85,3,3,2,و قد تكونوا سمعتم عن this giant clam الذي تم اكتشافه off the coast of northern إيسلندا الذي وصل عمره إلى 405 years old.,[],[],و قد تكونوا سمعتم عن ذلك البطلينوس الضخم الذي تم اكتشافه قرب سواحل شمال إيسلندا الذي وصل عمره إلى 405 عام,"And then, you might have heard of this giant clam that was discovered off the coast of northern Iceland that reached 405 years old.","['و', 'قد', 'تكونوا', 'سمعتم', 'عن', 'this', 'giant', 'clam', 'الذي', 'تم', 'اكتشافه', 'off', 'the', 'coast', 'of', 'northern', 'إيسلندا', 'الذي', 'وصل', 'عمره', 'إلى', '405', 'years', 'old.']","['ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'other', 'eng', 'eng']"
54,42.11,0.95,0.17,0.96,0.94,0.91,2,2,2,"لكن هناك أيضاَ أوقات عندما يصادف المصور simply encounter things that are, عندما يأتي الأمر لذلك، just plain fun.",[],[],لكن هناك أيضاَ أوقات عندما يصادف المصور ببساطة أشياء هي، عندما يأتي الأمر لذلك، فقط مجرد مرح.,"But there are also times when photographers simply encounter things that are, when it comes down to it, just plain fun.","['لكن', 'هناك', 'أيضاَ', 'أوقات', 'عندما', 'يصادف', 'المصور', 'simply', 'encounter', 'things', 'that', 'are,', 'عندما', 'يأتي', 'الأمر', 'لذلك،', 'just', 'plain', 'fun.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng']"
55,50.0,1.0,0.23,0.97,0.94,0.92,3,3,2,جميع الناس الذين يشاركون في social media networks belong to نفس الفئة الديموغرافية القديمة التي media companies and advertisers have used لفهمهم.,[],[],جميع الناس الذين يشاركون في شبكات وسائل الإعلام الإجتماعية تنتمي لنفس الفئة الديموغرافية القديمة التي قامت شركات الإعلام والإعلان باستخدامها لفهمهم.,All the people who participate in social media networks belong to the same old demographic categories that media companies and advertisers have used in order to understand them.,"['جميع', 'الناس', 'الذين', 'يشاركون', 'في', 'social', 'media', 'networks', 'belong', 'to', 'نفس', 'الفئة', 'الديموغرافية', 'القديمة', 'التي', 'media', 'companies', 'and', 'advertisers', 'have', 'used', 'لفهمهم', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'other']"
56,31.25,0.75,0.1,0.96,0.91,0.88,2,2,2,وهذه مأساة عظمى مازلت أحملها معي حتى الآن، وأتمنى أن تحملوها جميعًا معكم، أن the profession still legitimizes publication of معارف الناس بدون أن تعزو إليهم هذه العلوم، by making them anonymous.,[],[],وهذه مأساة عظمى مازلت أحملها معي حتى الآن، وأتمنى أن تحملوها جميعًا معكم، أن المهنة ما زالت تسمح بنشر معارف الناس بدون أن تعزو إليهم هذه العلوم، بجعلهم مجهولين.,That is a great tragedy -- which I'm carrying still with me and I hope that all of you will carry this with you -- that the profession still legitimizes publication of knowledge of people without attributing them by making them anonymous.,"['وهذه', 'مأساة', 'عظمى', 'مازلت', 'أحملها', 'معي', 'حتى', 'الآن،', 'وأتمنى', 'أن', 'تحملوها', 'جميعًا', 'معكم،', 'أن', 'the', 'profession', 'still', 'legitimizes', 'publication', 'of', 'معارف', 'الناس', 'بدون', 'أن', 'تعزو', 'إليهم', 'هذه', 'العلوم،', 'by', 'making', 'them', 'anonymous.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng']"
57,37.5,0.88,0.21,0.95,0.92,0.89,3,3,3,"لذا فما نراه، باعتقادي، أن small, collective movements of change ربما بامكانها تحريك كيان كامل مثل our own prison system في اتجاه من الأمل.",[],[],لذا فما نراه، باعتقادي، أن حركات التغيير، الصغيرة و الجماعية هذه ربما بامكانها تحريك كيان كامل مثل نظام السجن لدينا في اتجاه من الأمل.,"And so what we see, I think, is that small, collective movements of change can perhaps move an entity such as our own prison system in a direction of hope.","['لذا', 'فما', 'نراه،', 'باعتقادي،', 'أن', 'small,', 'collective', 'movements', 'of', 'change', 'ربما', 'بامكانها', 'تحريك', 'كيان', 'كامل', 'مثل', 'our', 'own', 'prison', 'system', 'في', 'اتجاه', 'من', 'الأمل', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'other']"
58,50.0,1.0,0.15,0.93,0.9,0.89,2,2,2,"إذاً حصلنا على المكان وإستأجرناه صاحب الأرض was all for it. We did this mural, ذلك جدار كريس واير، وذلك في الاساس explains the entire history of the printed word, على شكل جدار -- it takes a long time to digest وينبغي عليك الوقوف في منتصف الطريق.",[],[],إذاً حصلنا على المكان وإستأجرناه صاحب الأرض قدمها لنا وهناك كان هذا الجدار ذلك جدار كريس واير، وذلك في الاساس يشرح كل تاريخ الكلمة المطبوعة على شكل جدار -- تستغرق زمنا طويلا لتهُضم وينبغي عليك الوقوف في منتصف الطريق.,"So, we had this place, we rented it, the landlord was all for it. We did this mural, that's a Chris Ware mural, that basically explains the entire history of the printed word, in mural form -- it takes a long time to digest and you have to stand in the middle of the road.","['إذاً', 'حصلنا', 'على', 'المكان', 'وإستأجرناه', 'صاحب', 'الأرض', 'was', 'all', 'for', 'it.', 'We', 'did', 'this', 'mural,', 'ذلك', 'جدار', 'كريس', 'واير،', 'وذلك', 'في', 'الاساس', 'explains', 'the', 'entire', 'history', 'of', 'the', 'printed', 'word,', 'على', 'شكل', 'جدار', '--', 'it', 'takes', 'a', 'long', 'time', 'to', 'digest', 'وينبغي', 'عليك', 'الوقوف', 'في', 'منتصف', 'الطريق', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'other', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'other']"
59,33.33,0.8,0.12,0.94,0.93,0.93,2,3,2,وبدأت بجامعتنا الطبية، معهد كارولينسكا an undergraduate course called Global Health. ولكن عندما تحصل على الفرصة، you get a little nervous. لقد اعتقدت أن هؤلاء الطلاب القادمين إلينا actually have the highest grade you can get in Swedish college systems – ولذلك فربما they know everything I'm going to teach them about. So I did a pre-test when they came.,[],[],"وبدأت بجامعتنا الطبية، معهد كارولينسكا دورة دراسية للطلاب في مرحلة ما قبل التخرج تسمى ""الصحة العالمية"". ولكن عندما تحصل على الفرصة، تصبح عصبيًا بعض الشيء. لقد اعتقدت أن هؤلاء الطلاب القادمين إلينا قد حصلواعلى أعلى الدرجات التي يمكن أن تحصل عليها في نظام الكليات السويدية – ولذلك فربما هم يعرفون كل شيء سأقوم بتدريسه لهم. وقمت بإختبار تقييم أولي عندما أتوا","And I started in our medical university, Karolinska Institute, an undergraduate course called Global Health. But when you get that opportunity, you get a little nervous. I thought, these students coming to us actually have the highest grade you can get in Swedish college systems -- so, I thought, maybe they know everything I'm going to teach them about. So I did a pre-test when they came.","['وبدأت', 'بجامعتنا', 'الطبية،', 'معهد', 'كارولينسكا', 'an', 'undergraduate', 'course', 'called', 'Global', 'Health.', 'ولكن', 'عندما', 'تحصل', 'على', 'الفرصة،', 'you', 'get', 'a', 'little', 'nervous.', 'لقد', 'اعتقدت', 'أن', 'هؤلاء', 'الطلاب', 'القادمين', 'إلينا', 'actually', 'have', 'the', 'highest', 'grade', 'you', 'can', 'get', 'in', 'Swedish', 'college', 'systems', '–', 'ولذلك', 'فربما', 'they', 'know', 'everything', ""I'm"", 'going', 'to', 'teach', 'them', 'about.', 'So', 'I', 'did', 'a', 'pre-test', 'when', 'they', 'came.']","['ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
60,47.62,1.0,0.18,0.93,0.92,0.85,2,2,2,"وفي فترة مراهقته واجهت the invasion of his country, وكان يتوجب عليه التعامل مع هذا -- he was the leader of البلاد.",[],[],وفي فترة مراهقته واجهت .. بلاده الغزو .. وكان يتوجب عليه التعامل مع هذا .. لانه كان قائد بلده,"As a teenager, he faced the invasion of his country, and had to deal with it -- he was the leader of the country.","['وفي', 'فترة', 'مراهقته', 'واجهت', 'the', 'invasion', 'of', 'his', 'country,', 'وكان', 'يتوجب', 'عليه', 'التعامل', 'مع', 'هذا', '--', 'he', 'was', 'the', 'leader', 'of', 'البلاد', '.']","['ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'other', 'other']"
61,38.46,0.9,0.28,0.96,0.89,0.84,2,2,2,"و عندما تعود إلى البيت tonight, ستضع يدك out there, و ستتناول مقبض الباب و ستلاحظ it's in the wrong spot, و ستفكر بأن something happened.",[],[],"و عندما تعود إلى البيت ليلاً, ستضع يدك هناك, و ستتناول مقبض الباب و ستلاحظ أنها في المكان الخطأ, و ستفكر بأن شيئاً ما حدث.","And when you go home tonight, you're going to put your hand out there, and you're going to reach for the doorknob and you're going to notice it's in the wrong spot, and you'll go, whoa, something happened.","['و', 'عندما', 'تعود', 'إلى', 'البيت', 'tonight,', 'ستضع', 'يدك', 'out', 'there,', 'و', 'ستتناول', 'مقبض', 'الباب', 'و', 'ستلاحظ', ""it's"", 'in', 'the', 'wrong', 'spot,', 'و', 'ستفكر', 'بأن', 'something', 'happened.']","['ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'eng', 'eng']"
62,40.0,0.92,0.31,0.94,0.93,0.9,3,2,2,"ولكن سوف أخبركم, there is no مغامره مروعه أكثر من riding shotgun with مارج ديتون.",[],[],"ولكن سوف أخبركم , ليس هناك مغامره مروعه أكثر من ركوب السيارة مع مارج ديتون.","But I'll tell you, there is no adventure more harrowing than riding shotgun with Marge Deton.","['ولكن', 'سوف', 'أخبركم', ',', 'there', 'is', 'no', 'مغامره', 'مروعه', 'أكثر', 'من', 'riding', 'shotgun', 'with', 'مارج', 'ديتون', '.']","['ara', 'ara', 'ara', 'other', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'ara', 'ara', 'other']"
63,25.71,0.62,0.38,0.98,0.88,0.87,3,3,2,"مثلاً، حينما نقول اننا ن""gather"" أفكارنا ل""put""ها ""into"" لغة، فان لم تكن لغتنا ""empty"" أو ""hollow,"" قد نقود هذه الأفكار ""across"" فهم المخاطب الذي بمقدوره ""unpack"" كلمات لغتنا ل""extract"" ذلك ""content.""",[],[],"مثلاً، حينما نقول اننا ن""جمع"" أفكارنا ل""وضع""ها ""في"" لغة، فان لم تكن لغتنا ""فارغة أو ""جوفا،"" قد نقود هذه الأفكار ""نحو"" فهم المخاطب الذي بمقدوره ""فك"" كلمات لغتنا ل""إستخلاص"" ذلك ""المحتوى.""","As when we say we ""gather"" our ideas, to ""put"" them ""into"" words, and if our words aren't ""empty"" or ""hollow,"" we might get these ideas ""across"" to a listener, who can ""unpack"" our words to ""extract"" their ""content.""","['مثلاً،', 'حينما', 'نقول', 'اننا', 'ن""', 'gather', '""', 'أفكارنا', 'ل""', 'put', '""ها', '""', 'into', '""', 'لغة،', 'فان', 'لم', 'تكن', 'لغتنا', '""', 'empty', '""', 'أو', '""', 'hollow,', '""', 'قد', 'نقود', 'هذه', 'الأفكار', '""', 'across', '""', 'فهم', 'المخاطب', 'الذي', 'بمقدوره', '""', 'unpack', '""', 'كلمات', 'لغتنا', 'ل""', 'extract', '""', 'ذلك', '""', 'content.', '""']","['ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'other', 'ara', 'ara', 'eng', 'ara', 'other', 'eng', 'other', 'ara', 'ara', 'ara', 'ara', 'ara', 'other', 'eng', 'other', 'ara', 'other', 'eng', 'other', 'ara', 'ara', 'ara', 'ara', 'other', 'eng', 'other', 'ara', 'ara', 'ara', 'ara', 'other', 'eng', 'other', 'ara', 'ara', 'ara', 'eng', 'other', 'ara', 'other', 'eng', 'other']"
64,45.45,0.98,0.23,0.92,0.88,0.86,3,2,2,"وبالتالي خلاصة القول: اللغة is a collective human creation, تعكس المميزات البشرية, how we conceptualize reality, كيف نخلق روابط تجمعنا ببعضنا.",[],[],وبالتالي خلاصة القول: اللغة صنيعة إنسانية مشتركة، تعكس المميزات البشرية... كيف نتصور الواقع، كيف نخلق روابط تجمعنا ببعضنا...,"So to sum up: language is a collective human creation, reflecting human nature, how we conceptualize reality, how we relate to one another.","['وبالتالي', 'خلاصة', 'القول:', 'اللغة', 'is', 'a', 'collective', 'human', 'creation,', 'تعكس', 'المميزات', 'البشرية', ',', 'how', 'we', 'conceptualize', 'reality,', 'كيف', 'نخلق', 'روابط', 'تجمعنا', 'ببعضنا', '.']","['ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'other']"
65,42.11,0.95,0.37,0.91,0.9,0.83,3,3,2,"كما ترون هنا, there's some direct light على الأرض, ولكن they could easily figure out موقع دخوله.",[],[],كما ترون هنا ...هناك بعض الضوء المباشر على الأرض ، ولكن يمكن بسهولة تعين موقع دخوله,"As you can see here, there's some direct light on the floor, but they could easily figure out where that comes from.","['كما', 'ترون', 'هنا', ',', ""there's"", 'some', 'direct', 'light', 'على', 'الأرض', ',', 'ولكن', 'they', 'could', 'easily', 'figure', 'out', 'موقع', 'دخوله', '.']","['ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'eng', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'other']"
66,26.32,0.63,0.26,0.95,0.94,0.91,2,2,2,"هذا هو فيروس نقص المناعة حي في Harvard Medical School, التي تعمل مع ال U.S. Government لتطوير مناعة معقمة.",[],[],هذا هو فيروس نقص المناعة حي في كلية الطب بجامعة هارفارد ، التي تعمل مع حكومة الولايات المتحدة لتطوير مناعة معقمة .,"This is live HIV virus at Harvard Medical School, who is working with the U.S. Government to develop sterilizing immunity.","['هذا', 'هو', 'فيروس', 'نقص', 'المناعة', 'حي', 'في', 'Harvard', 'Medical', 'School,', 'التي', 'تعمل', 'مع', 'ال', 'U.S.', 'Government', 'لتطوير', 'مناعة', 'معقمة', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'other']"
67,40.91,0.94,0.24,0.97,0.88,0.88,2,2,2,ريْتشل نعّومي ريمن is actually بإعادة التعاطف والتراحم إلى حظيرته الملائمة alongside science في مجالها الطبيّ في the training of new doctors.,[],[],ريْتشل نعّومي ريمن تقوم في الواقع بإعادة التعاطف والتراحم إلى حظيرته الملائمة إلى جانب العلوم في مجالها الطبيّ في تأهيل الأطباء الجدد.,Rachel Naomi Remen is actually bringing compassion back to its rightful place alongside science in her field of medicine in the training of new doctors.,"['ريْتشل', 'نعّومي', 'ريمن', 'is', 'actually', 'بإعادة', 'التعاطف', 'والتراحم', 'إلى', 'حظيرته', 'الملائمة', 'alongside', 'science', 'في', 'مجالها', 'الطبيّ', 'في', 'the', 'training', 'of', 'new', 'doctors.']","['ara', 'ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng']"
68,41.67,0.95,0.2,0.91,0.93,0.86,2,2,2,و إذا قمت بالتقريب إلى the lower part of Manhattan يمكنك رؤية the extent لمدينة نيويورك كما كانت، right at the end of the American Revolution.,[],[],و إذا قمت بالتقريب إلى الجزء الأسفل من منهاتن يمكنك رؤية التمدد لمدينة نيويورك كما كانت في السابق، مباشرة بعد إنتهاء الثورة الأمريكية.,"And if I zoom in to lower Manhattan you can see the extent of New York City as it was, right at the end of the American Revolution.","['و', 'إذا', 'قمت', 'بالتقريب', 'إلى', 'the', 'lower', 'part', 'of', 'Manhattan', 'يمكنك', 'رؤية', 'the', 'extent', 'لمدينة', 'نيويورك', 'كما', 'كانت،', 'right', 'at', 'the', 'end', 'of', 'the', 'American', 'Revolution.']","['ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'other', 'eng', 'eng', 'ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'other', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
69,32.26,0.78,0.3,0.92,0.96,0.9,2,2,2,"و لكن because الأشخاص الذين died this year of AIDS got it a few years ago, يمكننا أن نستخدم this data on mortality لنكتشف what HIV prevalence was في السابق.",[],[],و لكن لأن الأشخاص الذين توفوا بسبب الإيدز هذا العام أُصيبوا به قبل بضع سنوات يمكننا أن نستخدم بيانات الوفيات هذه لنكتشف الحال الذي كان عليه انتشار فيروس الإيدز في السابق,"But because people who died this year of AIDS got it a few years ago, we can use this data on mortality to figure out what HIV prevalence was in the past.","['و', 'لكن', 'because', 'الأشخاص', 'الذين', 'died', 'this', 'year', 'of', 'AIDS', 'got', 'it', 'a', 'few', 'years', 'ago,', 'يمكننا', 'أن', 'نستخدم', 'this', 'data', 'on', 'mortality', 'لنكتشف', 'what', 'HIV', 'prevalence', 'was', 'في', 'السابق', '.']","['ara', 'ara', 'eng', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'ara', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'eng']"
70,41.67,0.95,0.12,0.95,0.85,0.83,3,3,2,"لكننا نحتاج لأن نتعرف على الخبراء والملائكة بسرعة، identify them, and allow them to easily find the resource ليواصلوا في ما يفعلونه، وينجزون جيداً.",[],[],لكننا نحتاج لأن نتعرف على الخبراء والملائكة بسرعة، التعرف عليهم، والسماح لهم بالحصول على الموارد بسهولة ليواصلوا في ما يفعلونه، وينجزون جيداً.,"We need to recognize the experts and the angels quickly, identify them, and allow them to easily find the resource to keep rolling out what they're already doing, and doing well.","['لكننا', 'نحتاج', 'لأن', 'نتعرف', 'على', 'الخبراء', 'والملائكة', 'بسرعة،', 'identify', 'them,', 'and', 'allow', 'them', 'to', 'easily', 'find', 'the', 'resource', 'ليواصلوا', 'في', 'ما', 'يفعلونه،', 'وينجزون', 'جيداً', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'other']"
71,25.0,0.6,0.25,0.99,0.94,0.93,3,2,2,علينا أن نكون responsible for setting وإنفاذ الحدود التي نريد في حياتنا.,[],[],علينا أن نكون مسؤولين لوضع وإنفاذ الحدود التي نريد في حياتنا.,We have to be responsible for setting and enforcing the boundaries that we want in our life.,"['علينا', 'أن', 'نكون', 'responsible', 'for', 'setting', 'وإنفاذ', 'الحدود', 'التي', 'نريد', 'في', 'حياتنا', '.']","['ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'other']"
72,38.1,0.89,0.21,0.96,0.94,0.9,3,3,3,"يمكنكم الدخول على ORCATech.org -- لا علاقة له بالحيتان, إنه the Oregon Center for Aging and Technology -- لمعرفة المزيد عن هذا الموضوع.",[],[],"يمكنكم الدخول على orcatech.org -- لا علاقة له بالحيتان , إنه مركز أوريجون للشيخوخة و التكنولوجيا-- لمعرفة المزيد عن هذا الموضوع.","You can go to ORCATech.org -- it has nothing to do with whales, it's the Oregon Center for Aging and Technology -- to see more about that.","['يمكنكم', 'الدخول', 'على', 'ORCATech.org', '--', 'لا', 'علاقة', 'له', 'بالحيتان', ',', 'إنه', 'the', 'Oregon', 'Center', 'for', 'Aging', 'and', 'Technology', '--', 'لمعرفة', 'المزيد', 'عن', 'هذا', 'الموضوع', '.']","['ara', 'ara', 'ara', 'eng', 'other', 'ara', 'ara', 'ara', 'ara', 'other', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'other', 'ara', 'ara', 'ara', 'ara', 'ara', 'other']"
73,20.0,0.47,0.4,0.92,0.95,0.88,2,2,2,They were not البروقراطيين who were forced into الرياضة because they didn't actually حبوها; هؤلاء were people who يديرون serious companies.,[],[],ليسو البروقراطيين المجبرين على الرياضة لأنهم لم يحبوها في الواقع هؤلاء كانوا أناس يديرون شركات جادة,They were not bureaucrats who were forced into sport because they didn't actually love it; these were people who ran serious companies.,"['They', 'were', 'not', 'البروقراطيين', 'who', 'were', 'forced', 'into', 'الرياضة', 'because', 'they', ""didn't"", 'actually', 'حبوها;', 'هؤلاء', 'were', 'people', 'who', 'يديرون', 'serious', 'companies.']","['eng', 'eng', 'eng', 'ara', 'eng', 'eng', 'eng', 'eng', 'ara', 'eng', 'eng', 'eng', 'eng', 'other', 'ara', 'eng', 'eng', 'eng', 'ara', 'eng', 'eng']"
74,32.0,0.77,0.28,0.95,0.89,0.85,2,2,2,هذا هو the vessel الذي أخذنا إلى هناك لإجراء بحوثنا، في البداية، وهذا هو ما the Islands تبدو عليه -- you can see في الخلفية.,[],[],هذا هو المركب الذي أخذنا إلى هناك لإجراء بحوثنا، في البداية، وهذا هو ما تبدو عليه الجزيرة، يمكنكم رؤيتها في الخلفية.,"That's the vessel that we took up there for these studies, early on, and that's what the Islands look like -- you can see in the background.","['هذا', 'هو', 'the', 'vessel', 'الذي', 'أخذنا', 'إلى', 'هناك', 'لإجراء', 'بحوثنا،', 'في', 'البداية،', 'وهذا', 'هو', 'ما', 'the', 'Islands', 'تبدو', 'عليه', '--', 'you', 'can', 'see', 'في', 'الخلفية', '.']","['ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'other']"
75,42.31,0.95,0.2,0.92,0.91,0.9,2,2,2,"وبمعرفة أن إقتصاد بلادكم economical conducive for investment, و شعبكم as transparent and trustworthy للانخراط معهم في الاعمال التجارية، و الذي على أساسه I write you.",[],[],وبمعرفة أن إقتصاد بلادكم به فرص مواتية للاستثمار، و شعبكم يتسم بالشفافية و جديرون بالثقة للانخراط معهم في الاعمال التجارية، و الذي على أساسه أكتب لك.,"Knowing your country to be economical conducive for investment, and your people as transparent and trustworthy to engage in business, on which premise I write you.","['وبمعرفة', 'أن', 'إقتصاد', 'بلادكم', 'economical', 'conducive', 'for', 'investment,', 'و', 'شعبكم', 'as', 'transparent', 'and', 'trustworthy', 'للانخراط', 'معهم', 'في', 'الاعمال', 'التجارية،', 'و', 'الذي', 'على', 'أساسه', 'I', 'write', 'you.']","['ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng']"
76,37.04,0.87,0.19,0.96,0.94,0.91,2,2,2,إن الجراثيم البكتيرية الآن are thought by scientists على أنها موجود في شكل خلايا فردية حية ولكنها in suspended animation لمدة ربما تصل إلى 250 million years.,[],[],إن الجراثيم البكتيرية الآن ينظر إليها العلماء على أنها موجود في شكل خلايا فردية حية ولكنها في حالة تعليق للحركة. لمدة ربما تصل إلى ٢٥٠ مليون سنة.,"Bacterial spores are thought now by scientists to exist as individual cells that are alive, but in suspended animation for as long as 250 million years.","['إن', 'الجراثيم', 'البكتيرية', 'الآن', 'are', 'thought', 'by', 'scientists', 'على', 'أنها', 'موجود', 'في', 'شكل', 'خلايا', 'فردية', 'حية', 'ولكنها', 'in', 'suspended', 'animation', 'لمدة', 'ربما', 'تصل', 'إلى', '250', 'million', 'years.']","['ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng']"
